id	pred	
53:	[('软件', 1), ('电子信息', 1), ('基础', 1)]
54:	[('燃机', 2), ('调频', 2), ('系统', 2)]
55:	[('电子信息', 1), ('企业', 1), ('茶', 1)]
56:	[('注塑模', 2), ('汽车', 2), ('制造', 2)]
57:	[('灯具', 2), ('散热', 2), ('元器件', 2)]
58:	[('科技', 1), ('电子信息', 1), ('信息', 1)]
59:	[('鱼片', 2), ('复合', 2), ('生物', 2)]
60:	[('清洁', 3), ('染色', 2), ('装置', 2)]
61:	[('新', 1), ('拉链', 1), ('基', 1)]
62:	[('无缝', 2), ('内裤', 2), ('儿童', 2)]
63:	[('制造', 5), ('工艺', 3), ('藤椅', 3)]
64:	[('工业生产', 3), ('锯木', 2), ('酒吧', 2)]
65:	[('动力电池', 2), ('锂电池', 2), ('电池', 2)]
66:	[('盘点', 3), ('远距离', 3), ('电子信息', 2)]
67:	[('甩脂机', 3), ('筋膜', 2), ('按摩', 2)]
68:	[('扩增', 2), ('细胞', 2), ('医学', 2)]
69:	[('高分子', 3), ('工装', 2), ('模具', 2)]
70:	[('红外', 4), ('闸机', 3), ('方法', 2)]
71:	[('高分子', 3), ('地板', 2), ('装置', 2)]
72:	[('汽车', 3), ('轴承', 2), ('轮毂', 2)]
73:	[('硅片', 3), ('新能源', 3), ('清洗', 2)]
74:	[('机械', 3), ('螺母', 2), ('装置', 2)]
75:	[('漏电', 3), ('插座', 2), ('配电', 2)]
76:	[('表层', 2), ('取样', 2), ('装置', 2)]
77:	[('织边', 3), ('商标', 2), ('装置', 2)]
78:	[('油锯', 3), ('制造', 3), ('刹车', 2)]
79:	[('吸管', 3), ('高分子', 3), ('制备', 2)]
80:	[('计算机设备', 3), ('电子信息', 3), ('软件', 3)]
81:	[('制造', 3), ('机械', 3), ('联轴器', 1)]
82:	[('环境参数', 2), ('外壳', 2), ('装置', 2)]
83:	[('科技', 1), ('电子信息', 1), ('软件', 1)]
84:	[('回收站', 3), ('发放', 2), ('被服', 2)]
85:	[('制造', 3), ('电钻', 2), ('冲击', 2)]
86:	[('高分子', 3), ('油漆', 2), ('涂料', 2)]
87:	[('螺母', 2), ('螺栓', 2), ('制造', 2)]
88:	[('服务', 1)]
89:	[('除尘器', 2), ('滤筒', 2), ('控制技术', 2)]
90:	[('实验', 2), ('平台', 2), ('通鹏', 2)]
91:	[('高分子', 3), ('女鞋', 2), ('休闲鞋', 2)]
92:	[('台灯', 3), ('节能灯', 3), ('控制电路', 2)]
93:	[('阻燃性', 2), ('纺织', 2), ('测试', 2)]
94:	[('装置', 2), ('资源化', 2), ('微', 1)]
95:	[('高分子', 3), ('透气', 2), ('流延', 2)]
96:	[('工业生产', 3), ('无胶', 2), ('家具', 2)]
97:	[('服务', 3), ('总线', 2), ('串行', 2)]
98:	[('产业', 1), ('设计', 1), ('服务', 1)]
99:	[('机械加工', 3), ('装置', 2), ('人防', 2)]
100:	[('双电源', 3), ('用电', 3), ('自动', 2)]
101:	[('高分子', 3), ('制备', 2), ('材料', 2)]
102:	[('制造', 3), ('集成', 2), ('机头', 2)]
103:	[('线管', 2), ('络筒', 2), ('纱架', 2)]
104:	[('挖掘机', 3), ('制造', 3), ('机械', 3)]
105:	[('包装盒', 2), ('印刷', 2), ('装置', 2)]
106:	[('环己酮', 3), ('皂化', 2), ('材料', 2)]
107:	[('树脂砂', 3), ('机械', 3), ('磨具', 2)]
108:	[('节能灯', 3), ('灯板', 2), ('焊锡', 2)]
109:	[('瓦楞纸', 3), ('装置', 2), ('压痕机', 1)]
110:	[('智慧', 3), ('路灯', 3), ('节能', 3)]
111:	[('取暖器', 2), ('发热', 2), ('科技', 2)]
112:	[('硅烷', 3), ('化学品', 3), ('装置', 2)]
113:	[('滑块', 3), ('滑轨', 3), ('制造', 3)]
114:	[('制造', 3), ('煎锅', 2), ('炒锅', 2)]
115:	[('城市', 1), ('服务', 1), ('体育', 1)]
116:	[('冷却塔', 3), ('制造', 3), ('水泵', 2)]
117:	[('外墙砖', 2), ('幕墙', 2), ('隔热', 2)]
118:	[('医院', 3), ('装置', 2), ('服务', 2)]
119:	[('换气扇', 3), ('机械', 3), ('窗帘', 2)]
120:	[('卡合', 3), ('模具', 2), ('合制', 2)]
121:	[('检测', 3), ('认证', 3), ('混凝土', 2)]
122:	[('高分子', 3), ('鞋底', 2), ('模具', 2)]
123:	[('阻燃', 3), ('高分子', 3), ('面料', 2)]
124:	[('高分子', 3), ('医用', 2), ('挤出机', 2)]
125:	[('电容器', 2), ('电容', 2), ('谐波', 1)]
126:	[('救护车', 2), ('型材', 2), ('特种', 2)]
127:	[('制备', 3), ('化学品', 3), ('胶粘剂', 2)]
128:	[('装置', 2), ('沙发', 2), ('整机', 1)]
129:	[('基板', 3), ('装盒', 2), ('装置', 2)]
130:	[('应答', 2), ('识别', 2), ('关键词', 2)]
131:	[('顺产', 3), ('创口', 3), ('手术', 3)]
132:	[('污水', 2), ('过滤', 2), ('资源化', 2)]
133:	[('装置', 2), ('除臭', 2), ('资源化', 2)]
134:	[('电磁', 2), ('离合器', 2), ('制动器', 2)]
135:	[('粘度', 3), ('测量', 2), ('全自动', 2)]
136:	[('细节', 2), ('拥堵', 2), ('车辆', 2)]
137:	[('屏蔽', 2), ('测试', 2), ('科技', 2)]
138:	[('平车', 3), ('隐藏式', 2), ('制造', 2)]
139:	[('再生', 3), ('生产工艺', 2), ('材料', 2)]
140:	[('护套', 2), ('铁芯', 2), ('线圈', 2)]
141:	[('电池组', 4), ('锂离子', 2), ('储能', 2)]
142:	[('金属陶瓷', 2), ('汉欣', 2), ('锅盖', 1)]
143:	[('热风炉', 3), ('节能', 3), ('高效', 2)]
144:	[('制造', 3), ('球阀', 2), ('锻造', 2)]
145:	[('面料', 2), ('防静电', 2), ('资源化', 2)]
146:	[('柱塞泵', 3), ('制造', 2), ('机械', 2)]
147:	[('防腐木', 3), ('节能', 3), ('组装', 2)]
148:	[('笔记本', 3), ('装置', 2), ('文化用品', 2)]
149:	[('镜腿', 3), ('眼镜', 2), ('装置', 2)]
150:	[('螺帽', 3), ('标准件', 3), ('清洗机', 2)]
151:	[('熔断器', 3), ('电瓶', 2), ('特种', 2)]
152:	[('闻诊', 2), ('仪闻', 2), ('医学', 2)]
153:	[('工业生产', 3), ('椅子', 2), ('靠背', 2)]
154:	[('软件', 3), ('电子商务', 3), ('对象', 2)]
155:	[('除湿', 4), ('转轮', 3), ('制造', 3)]
156:	[('科技', 1), ('电子信息', 1), ('软件', 1)]
157:	[('暖通', 3), ('节能', 3), ('管道', 2)]
158:	[('刀头', 3), ('割草机', 2), ('制造', 2)]
159:	[('基质', 3), ('质谱', 2), ('医药', 2)]
160:	[('机械', 3), ('手扳', 2), ('葫芦', 2)]
161:	[('靠背', 2), ('制造', 2), ('hc', 1)]
162:	[('高分子', 3), ('反光', 2), ('反光膜', 2)]
163:	[('桌饰', 3), ('摆件', 2), ('材料', 2)]
164:	[('农业', 3), ('有机肥', 2), ('缓释', 2)]
165:	[('电子信息', 1), ('技术', 1), ('电器', 1)]
166:	[('高分子', 3), ('搅拌器', 2), ('材料', 2)]
167:	[('叠合', 3), ('节能', 3), ('预制', 2)]
168:	[('云', 1), ('电子信息', 1), ('计算', 1)]
169:	[('化工', 3), ('高分子', 3), ('空气', 2)]
170:	[('远程', 2), ('采集器', 2), ('服务', 2)]
171:	[('设计', 1), ('电子信息', 1), ('工程', 1)]
172:	[('认证', 1), ('检验', 1), ('服务', 1)]
173:	[('机械', 3), ('破碎', 2), ('液压', 2)]
174:	[('制造', 3), ('反应釜', 2), ('化工', 2)]
175:	[('包皮', 3), ('缝合', 3), ('格宜', 2)]
176:	[('电场', 3), ('净化器', 2), ('结构', 2)]
177:	[('制造', 3), ('床垫', 2), ('雅博', 2)]
178:	[('粉末冶金', 4), ('座圈', 3), ('气门', 3)]
179:	[('物帘', 2), ('汽车', 2), ('制造', 2)]
180:	[('茶叶', 3), ('机械', 3), ('装置', 2)]
181:	[('锚索', 2), ('曳引轮', 2), ('电梯', 2)]
182:	[('认证', 3), ('管桩', 2), ('试验装置', 2)]
183:	[('高分子', 3), ('电动车', 2), ('前大灯', 2)]
184:	[('橡胶', 3), ('粒料', 2), ('挤出机', 2)]
185:	[('医药', 1), ('药物', 1), ('治疗', 1)]
186:	[('聚丙烯', 3), ('高分子', 3), ('装置', 2)]
187:	[('废气', 2), ('装置', 2), ('大气污染', 2)]
188:	[('科技', 1), ('电子信息', 1), ('电子商务', 1)]
189:	[('计算机', 3), ('装置', 2), ('智能', 2)]
190:	[('食品', 3), ('包装袋', 2), ('制品', 2)]
191:	[('罗马柱', 3), ('家具', 2), ('装饰', 2)]
192:	[('灭火', 3), ('公共汽车', 2), ('系统', 2)]
193:	[('照明灯', 3), ('防爆', 2), ('手电筒', 2)]
194:	[('滤器', 3), ('全自动', 2), ('机组', 2)]
195:	[('熨烫', 3), ('演出', 2), ('服装', 2)]
196:	[('童车', 3), ('电动', 2), ('制造', 2)]
197:	[('皮革', 3), ('拉断', 3), ('高分子', 3)]
198:	[('制造', 3), ('液压', 2), ('机械', 2)]
199:	[('桁架', 3), ('楼承板', 3), ('钢筋', 2)]
200:	[('螺栓', 2), ('螺母', 2), ('机械', 2)]
201:	[('波纹管', 5), ('成型机', 2), ('宝森', 2)]
202:	[('氯离子', 3), ('印迹', 3), ('聚合物', 1)]
203:	[('爪极', 3), ('发电机', 3), ('汽车', 3)]
204:	[('甲醛', 2), ('防治', 2), ('立居', 2)]
205:	[('制袋机', 3), ('高分子', 3), ('无纺布', 2)]
206:	[('制造', 3), ('离心泵', 2), ('叶轮', 2)]
207:	[('云', 1), ('电子信息', 1), ('计算', 1)]
208:	[('健身器材', 3), ('插销', 2), ('软件', 2)]
209:	[('电子信息', 1), ('电子设备', 1), ('车', 1)]
210:	[('城市', 1), ('服务', 1), ('科技', 1)]
211:	[('图形用户界面', 3), ('电脑', 2), ('用于', 2)]
212:	[('消防', 3), ('制造', 3), ('减压阀', 2)]
213:	[('北斗', 2), ('信标', 2), ('天衡', 2)]
214:	[('清扫车', 3), ('喷洒', 3), ('装置', 2)]
215:	[('潜油', 2), ('合金', 2), ('组织', 1)]
216:	[('科技', 1), ('服务', 1), ('信息', 1)]
217:	[('制造', 3), ('射击训练', 2), ('浮标', 2)]
218:	[('建模', 3), ('保温杯', 3), ('抛光', 2)]
219:	[('时钟', 3), ('分布式应用', 3), ('面向', 2)]
220:	[('压滤', 2), ('带式', 2), ('压滤机', 2)]
221:	[('废气', 2), ('装置', 2), ('资源化', 2)]
222:	[('制造', 3), ('草机', 2), ('园林工具', 2)]
223:	[('眼镜', 3), ('高分子', 3), ('材料', 2)]
224:	[('起动机', 3), ('单向', 2), ('加工', 2)]
225:	[('沙发', 2), ('装置', 2), ('材料', 2)]
226:	[('装置', 2), ('制造', 2), ('机械', 2)]
227:	[('方法', 2), ('上线', 2), ('技术', 2)]
228:	[('服务', 3), ('存储介质', 2), ('方法', 2)]
229:	[('电机', 2), ('端盖', 2), ('外壳', 2)]
230:	[('保温箱', 3), ('冷藏', 3), ('制造', 3)]
231:	[('舷外机', 3), ('装配', 2), ('夹具', 2)]
232:	[('念珠', 3), ('服务', 3), ('烟气', 2)]
233:	[('检测', 4), ('认证', 3), ('食品', 2)]
234:	[('电机', 2), ('电子', 2), ('制造', 2)]
235:	[('滑板车', 3), ('制造', 3), ('自行车', 2)]
236:	[('轮毂', 2), ('轴承', 2), ('汽车', 2)]
237:	[('产业', 1), ('服务', 1), ('支撑', 1)]
238:	[('云', 1), ('电子信息', 1), ('计算', 1)]
239:	[('停车', 2), ('智能', 2), ('交通', 2)]
240:	[('联用', 3), ('废气', 2), ('装置', 2)]
241:	[('镁合金', 3), ('装置', 2), ('钛合金', 2)]
242:	[('制造', 3), ('机械', 3), ('蒸发器', 2)]
243:	[('摩托车', 2), ('装置', 2), ('机械', 2)]
244:	[('机头', 2), ('集成', 2), ('油烟机', 2)]
245:	[('保温板', 3), ('复合板', 2), ('保温', 2)]
246:	[('粘扣', 6), ('尼龙', 4), ('成型', 2)]
247:	[('机械', 3), ('电动', 2), ('制造', 2)]
248:	[('传感器', 1), ('制造', 1), ('智能化', 1)]
249:	[('制造', 3), ('齿轮泵', 2), ('装置', 2)]
250:	[('电梯门', 3), ('机械', 3), ('电梯', 2)]
251:	[('粘结剂', 3), ('高分子', 3), ('制备', 2)]
252:	[('冷却塔', 5), ('消雾', 3), ('装置', 2)]
253:	[('绗缝机', 3), ('装置', 2), ('剑杆', 2)]
254:	[('减震器', 3), ('减振器', 2), ('三筒', 2)]
255:	[('装置', 2), ('防堵', 2), ('蒸汽', 2)]
256:	[('测温', 3), ('移动式', 2), ('智能', 2)]
257:	[('景区', 3), ('服务', 3), ('标识牌', 2)]
258:	[('电子信息', 1), ('计算机', 1), ('产品', 1)]
259:	[('科技', 1), ('设计', 1), ('服务', 1)]
260:	[('刹车片', 3), ('装置', 2), ('汽车配件', 2)]
261:	[('超声波', 5), ('蛋糕', 3), ('制造', 3)]
262:	[('检测', 4), ('认证', 3), ('装置', 2)]
263:	[('微珠', 3), ('设计', 3), ('服务', 3)]
264:	[('菱形', 3), ('砂光机', 3), ('高分子', 3)]
265:	[('清洁', 3), ('印染', 2), ('装置', 2)]
266:	[('模具', 2), ('装置', 2), ('制造', 2)]
267:	[('贩卖机', 3), ('电子信息', 3), ('软件', 3)]
268:	[('试验机', 3), ('检测', 3), ('装置', 2)]
269:	[('装置', 2), ('用于', 2), ('印务', 2)]
270:	[('消火栓', 3), ('智能', 2), ('组网', 2)]
271:	[('夹具', 2), ('工装', 2), ('检测', 2)]
272:	[('电子信息', 1), ('计算机', 1), ('产品', 1)]
273:	[('眼镜', 3), ('设计', 3), ('服务', 3)]
274:	[('踢脚线', 3), ('防潮', 2), ('资源化', 2)]
275:	[('制造', 3), ('球阀', 2), ('截止阀', 2)]
276:	[('波形', 2), ('卷材', 2), ('装置', 2)]
277:	[('折叠桌', 3), ('高分子', 3), ('结构', 2)]
278:	[('日光灯', 3), ('灯头', 2), ('电子信息', 2)]
279:	[('科技', 1), ('电子信息', 1), ('企业', 1)]
280:	[('教学系统', 2), ('虚拟', 2), ('智慧', 2)]
281:	[('立体车库', 3), ('横移', 3), ('组件', 2)]
282:	[('外周血', 2), ('试剂盒', 2), ('建库', 2)]
283:	[('文件', 3), ('模块', 2), ('终端', 2)]
284:	[('产业', 1), ('设计', 1), ('服务', 1)]
285:	[('保护膜', 3), ('诊断仪', 2), ('乳腺', 2)]
286:	[('云', 1), ('电子信息', 1), ('计算', 1)]
287:	[('高速钢', 3), ('模具钢', 3), ('装置', 2)]
288:	[('装置', 2), ('垃圾桶', 2), ('软件', 2)]
289:	[('断路器', 3), ('真空', 2), ('高压', 2)]
290:	[('电机', 3), ('制造', 3), ('磁体', 2)]
291:	[('试验台', 3), ('耐久', 2), ('软件', 2)]
292:	[('型钢', 3), ('节能', 3), ('集成', 2)]
293:	[('阀门', 3), ('机械', 3), ('制造', 2)]
294:	[('开关柜', 2), ('配电箱', 2), ('配电', 2)]
295:	[('生产', 2), ('先进', 2), ('拉', 1)]
296:	[('制造', 3), ('印刷机', 2), ('检测', 2)]
297:	[('电子信息', 3), ('软件', 2), ('auge', 1)]
298:	[('清洗', 2), ('储罐', 2), ('系统', 2)]
299:	[('联体', 2), ('叠式', 2), ('空调', 2)]
300:	[('粉碎', 3), ('高分子', 3), ('装置', 2)]
301:	[('后轮', 2), ('减震器', 2), ('摩托车', 2)]
302:	[('陶瓷', 2), ('酸化', 2), ('制造', 2)]
303:	[('双源', 2), ('热水', 2), ('优化', 2)]
304:	[('变压器', 3), ('油浸', 2), ('金盘', 2)]
305:	[('高分子', 3), ('包装', 2), ('用于', 2)]
306:	[('滑差', 3), ('轴套', 2), ('气胀轴', 2)]
307:	[('自动化', 1), ('制造', 1), ('机械', 1)]
308:	[('干巾', 3), ('无纺布', 3), ('抗菌', 2)]
309:	[('风机', 3), ('制造', 3), ('电机', 2)]
310:	[('换热器', 2), ('蒸汽', 2), ('制造', 2)]
311:	[('阀门', 3), ('制造', 3), ('闸阀', 2)]
312:	[('焦化', 2), ('废水处理', 2), ('资源化', 2)]
313:	[('项链', 3), ('链条', 3), ('制造', 3)]
314:	[('纸板', 3), ('高分子', 3), ('印刷', 2)]
315:	[('流量计', 3), ('装置', 2), ('智能', 2)]
316:	[('清洁', 3), ('印花机', 2), ('装置', 2)]
317:	[('热流', 4), ('气缸', 3), ('装置', 2)]
318:	[('装置', 2), ('锅炉', 2), ('防治', 2)]
319:	[('光纤', 2), ('脉冲', 2), ('先进', 2)]
320:	[('刹车片', 3), ('汽车', 3), ('装置', 2)]
321:	[('农业', 4), ('茶叶', 2), ('装置', 2)]
322:	[('控制板', 3), ('便于', 2), ('科技', 2)]
323:	[('加工', 2), ('中心', 2), ('机构', 2)]
324:	[('陶瓷膜', 3), ('装置', 2), ('平板', 2)]
325:	[('汽车空调', 2), ('蒸发器', 2), ('冷凝器', 2)]
326:	[('机械', 3), ('制造', 3), ('机器人', 2)]
327:	[('管端', 3), ('机械', 3), ('装置', 2)]
328:	[('石斛', 3), ('铁皮', 2), ('生物', 2)]
329:	[('热敏', 3), ('服务', 3), ('冲压机', 2)]
330:	[('搅拌', 3), ('涂料', 3), ('高分子', 3)]
331:	[('工艺', 4), ('转子', 3), ('加工', 3)]
332:	[('元器件', 3), ('摄像头', 2), ('屏蔽', 2)]
333:	[('链条', 3), ('丝料', 2), ('材料', 2)]
334:	[('标签', 2), ('科技', 2), ('电子信息', 2)]
335:	[('提花布', 3), ('抗皱', 2), ('易清洗', 2)]
336:	[('装置', 2), ('科技', 2), ('物联', 2)]
337:	[('防背', 3), ('盾构', 3), ('制造', 3)]
338:	[('脯氨酸', 3), ('酶工程', 2), ('构建', 2)]
339:	[('蹦床', 3), ('高分子', 3), ('长寿命', 2)]
340:	[('激光雕刻', 3), ('改进型', 2), ('装置', 2)]
341:	[('五星', 3), ('高分子', 3), ('滚轮', 2)]
342:	[('玻璃', 2), ('研磨', 2), ('镜片', 2)]
343:	[('关节轴承', 3), ('机械', 3), ('轴承', 2)]
344:	[('修补', 3), ('节能', 3), ('贴合', 2)]
345:	[('配电', 3), ('用电', 3), ('仪表', 2)]
346:	[('污水处理', 2), ('装置', 2), ('制造', 2)]
347:	[('叠合', 3), ('构件', 2), ('节能', 2)]
348:	[('口袋', 3), ('医用', 3), ('离心', 2)]
349:	[('纱线', 2), ('羊毛', 2), ('复合材料', 2)]
350:	[('换向器', 5), ('自动', 2), ('铜排', 1)]
351:	[('水通', 3), ('高分子', 3), ('插座', 2)]
352:	[('染整', 5), ('清洁', 3), ('面料', 2)]
353:	[('节能', 3), ('水泥', 2), ('混凝土', 2)]
354:	[('伞齿轮', 3), ('螺旋', 2), ('低噪音', 1)]
355:	[('聚丙烯', 3), ('包装桶', 3), ('高分子', 3)]
356:	[('麂皮', 3), ('压花机', 3), ('装置', 2)]
357:	[('机械', 3), ('链条', 2), ('链轮', 2)]
358:	[('机械', 3), ('包装机', 2), ('装置', 2)]
359:	[('新能源', 1), ('车辆', 1), ('相关', 1)]
360:	[('制造', 3), ('叶片', 2), ('离心', 2)]
361:	[('焊接机', 3), ('钢片', 2), ('激光', 2)]
362:	[('箱包', 4), ('高分子', 3), ('拉杆箱', 2)]
363:	[('传感器', 3), ('元器件', 3), ('流量', 2)]
364:	[('塑料片', 3), ('涤纶', 2), ('材料', 2)]
365:	[('新', 1), ('医药', 1), ('生物', 1)]
366:	[('城市', 1), ('智慧', 1), ('服务', 1)]
367:	[('磨光机', 2), ('角向', 2), ('制造', 2)]
368:	[('普拉提', 3), ('制造', 3), ('健身器', 2)]
369:	[('通', 1), ('数字', 1), ('电子信息', 1)]
370:	[('指纹锁', 2), ('锁具', 2), ('制造', 2)]
371:	[('臭氧', 3), ('水资源', 3), ('过滤', 2)]
372:	[('飞行器', 4), ('旋翼', 2), ('用于', 2)]
373:	[('边坡', 3), ('建设', 3), ('用于', 2)]
374:	[('包装', 3), ('包装盒', 3), ('服务', 3)]
375:	[('浇注', 3), ('聚氨酯', 3), ('装置', 2)]
376:	[('断针', 3), ('验布机', 2), ('检测', 2)]
377:	[('高分子', 3), ('产品', 2), ('泡沫', 2)]
378:	[('断路器', 2), ('真空', 2), ('配电', 2)]
379:	[('单向', 3), ('离合器', 2), ('齿轮', 2)]
380:	[('科技', 1), ('工业生产', 1), ('制造', 1)]
381:	[('扫描仪', 3), ('文档', 3), ('计算机', 3)]
382:	[('塑机', 3), ('制造', 3), ('成型机', 2)]
383:	[('市政', 3), ('服务', 3), ('装置', 2)]
384:	[('贴片', 3), ('花岗岩', 2), ('装置', 2)]
385:	[('绣花机', 3), ('专用设备', 2), ('制造', 2)]
386:	[('橡胶', 3), ('装置', 2), ('鞋子', 2)]
387:	[('电表箱', 3), ('配电箱', 3), ('计量', 2)]
388:	[('辊道', 2), ('制造', 2), ('装备', 2)]
389:	[('包装机', 2), ('自动', 2), ('装置', 2)]
390:	[('开幅', 3), ('机械', 3), ('机构', 2)]
391:	[('遮阳网', 3), ('遮阳', 3), ('高分子', 3)]
392:	[('模板', 3), ('缝纫机', 2), ('设备', 2)]
393:	[('产业', 1), ('设计', 1), ('服务', 1)]
394:	[('注射用', 3), ('服务', 3), ('硫醇', 2)]
395:	[('锯片', 3), ('检测', 2), ('装置', 2)]
396:	[('床垫', 3), ('面料', 2), ('纤维', 2)]
397:	[('科技', 1), ('安全', 1), ('电子信息', 1)]
398:	[('腕带', 3), ('硅胶', 2), ('科技', 2)]
399:	[('制造', 3), ('电动', 2), ('平衡', 2)]
400:	[('镗刀', 2), ('打孔', 2), ('先进', 2)]
401:	[('检测', 2), ('装置', 2), ('交通', 2)]
402:	[('胶砂', 2), ('量块', 2), ('测定仪', 2)]
403:	[('燃油泵', 3), ('摩托车', 2), ('化油器', 2)]
404:	[('高分子', 3), ('休闲鞋', 2), ('制鞋', 2)]
405:	[('产业', 1), ('设计', 1), ('服务', 1)]
406:	[('相框', 3), ('制造', 3), ('装置', 2)]
407:	[('熔断器', 2), ('断路器', 2), ('装置', 2)]
408:	[('清洁', 3), ('染色机', 2), ('装置', 2)]
409:	[('断路器', 2), ('开关柜', 2), ('充气', 2)]
410:	[('封装', 2), ('器件', 2), ('元器件', 2)]
411:	[('冷式', 2), ('制造', 2), ('先进', 2)]
412:	[('游乐', 4), ('滑索', 3), ('制造', 3)]
413:	[('制造', 3), ('数控车床', 2), ('版辊', 2)]
414:	[('手提袋', 2), ('装置', 2), ('包装盒', 2)]
415:	[('排队', 3), ('寻路', 2), ('方法', 2)]
416:	[('橡胶', 3), ('装置', 2), ('材料', 2)]
417:	[('化学品', 3), ('装置', 2), ('灌装机', 1)]
418:	[('化学品', 3), ('反应釜', 2), ('万事兴', 2)]
419:	[('化学品', 3), ('甲苯', 2), ('装置', 2)]
420:	[('电子信息', 1), ('软件', 1), ('企业', 1)]
421:	[('乳液', 3), ('化学品', 3), ('涂层', 2)]
422:	[('污泥', 4), ('热解', 3), ('装置', 2)]
423:	[('高分子', 3), ('改性沥青', 2), ('沥青', 2)]
424:	[('化纤', 3), ('装置', 2), ('纺丝', 2)]
425:	[('服务平台', 2), ('方法', 2), ('服务', 2)]
426:	[('烷基化', 3), ('凝气', 2), ('回收', 2)]
427:	[('科技', 1), ('制造', 1), ('机械', 1)]
428:	[('机械', 3), ('铆压', 2), ('螺栓', 2)]
429:	[('汽车', 3), ('离合器', 2), ('从动盘', 1)]
430:	[('化学品', 3), ('芳烃', 2), ('衍生物', 2)]
431:	[('牙板', 5), ('模具', 2), ('螺丝', 2)]
432:	[('科技', 1), ('服务', 1), ('转化', 1)]
433:	[('装置', 2), ('芯片', 2), ('电子信息', 2)]
434:	[('蜗轮', 3), ('减速机', 3), ('机械', 3)]
435:	[('城市', 1), ('服务', 1), ('教育', 1)]
436:	[('包装', 3), ('纸箱', 2), ('瓦楞纸', 2)]
437:	[('电磁阀', 3), ('三通', 2), ('汽配', 2)]
438:	[('机械', 3), ('截止阀', 2), ('过滤', 2)]
439:	[('高分子', 3), ('装置', 2), ('发泡机', 2)]
440:	[('方法', 2), ('系统', 2), ('软件', 2)]
441:	[('鞋楦', 3), ('装置', 2), ('机械', 2)]
442:	[('高分子', 3), ('奶瓶', 2), ('水杯', 2)]
443:	[('改性', 2), ('装置', 2), ('材料', 2)]
