id	pred	
46:	['控制器', '电路', '散热', '检测', '车载']
47:	['电路', '测量', '数据', '传感器', '采集']
48:	['丝锥', '设备', '板牙', '配套', '装置']
49:	['装置', '电子警察', '车载', '停车', '摩托车']
50:	['系统', '虚拟现实', '探测器', '智慧', '用电']
51:	['无纺布', '装置', '便于', '生产', '调节']
52:	[]
53:	[]
54:	['系统', '电厂', '调频', '方法', '燃气轮机']
55:	[]
56:	['汽车', '注塑模', '装置', '仪表盘', '注塑']
57:	['灯具', '散热', '安装', '支架', '光学']
58:	[]
59:	['装置', '复合', '抗氧化', '品质', '技术']
60:	['装置', '染色', '染色机', '丝光', '棉纱']
61:	[]
62:	['无缝', '内裤', '儿童', '婴儿', '设备']
63:	['藤椅', '工艺', '制造', '骨架', '加工']
64:	['装置', '座椅', '切割', '酒吧', '锯木']
65:	['锂电池', '系统', '电池', '装置', '电源']
66:	['资产', '远距离', '盘点']
67:	['甩脂机', '筋膜', '按摩', '健身', '结构']
68:	['检测', '细胞', '方法', '扩增', '心功能']
69:	['工装', '设备', '模具', '裁切', '成型']
70:	['方法', '红外', '闸机', '系统', '温度']
71:	['地板', '装置', '板料', '复合', '面皮']
72:	['轴承', '轮毂', '汽车', '密封', '外圈']
73:	['硅片', '工艺', '清洗', '脱胶', '装置']
74:	['装置', '螺母', '装配', '自动', '螺栓']
75:	['漏电', '保护', '插座', '插头', '保护器']
76:	['装置', '取样', '检测', '土壤', '表层']
77:	['商标', '织边', '装置', '缎带', '抗静电']
78:	['油锯', '系统', '刹车', '灌机', '结构']
79:	['吸管', '方法', '制备', '设备', '包装袋']
80:	['交易', '装置', '方法', '数据', '计算机设备']
81:	['机构', '结构', '装置', '拉丝机', '自动']
82:	['装置', '外壳', '监测', '记录仪', '设备']
83:	[]
84:	['回收站', '分拣', '被服', '发放', '自助']
85:	['电钻', '机构', '冲击', '结构', '曲线']
86:	['涂料', '方法', '油漆', '制备', '装置']
87:	['螺栓', '螺母', '功能', '紧固', '轮毂']
88:	[]
89:	['除尘器', '装置', '滤筒', '湿式', '斜插']
90:	['实验', '平台', '技术', '过程', '研究']
91:	['休闲鞋', '女鞋', '皮鞋', '设备', '透气']
92:	['台灯', '节能灯', '电子', '装置', '控制电路']
93:	['纺织', '测试', '材料', '装置', '阻燃性']
94:	['装置', '方法', '水面', '废水', '滤机']
95:	['透气', '流延', '复合膜', '挤出', '装置']
96:	['家具', '装置', '结构', '无胶', '制备']
97:	['方法', '数量', '装置', '并行', '串行']
98:	[]
99:	['装置', '人防', '机械加工', '切割', '加工']
100:	['自动', '双电源', '仪表', '接线', '电力']
101:	['装置', '制备', '造纸', '工艺', '系统']
102:	['集成', '装置', '机头', '带有', '全功能']
103:	['络筒', '纺织', '装置', '气动', '纱架']
104:	['挖掘机', '焊接工', '履带', '焊接', '配重']
105:	['包装盒', '印刷', '装置', '用于', '标签']
106:	['用于', '方法', '环己酮', '制备', '己内酰胺']
107:	['树脂砂', '装置', '铸造', '生产', '机构']
108:	['节能灯', '软灯', '灯板', '设备', '焊锡']
109:	['装置', '瓦楞纸', '用于', '机构', '全自动']
110:	['智慧', '性能', '路灯']
111:	['发热', '取暖器', '石墨', '制备', '电热']
112:	['硅烷', '装置', '方法', '生产', '氟化']
113:	['滑轨', '滑块', '加工', '打孔机', '用于']
114:	['炒锅', '煎锅', '汤锅', '奶锅', '易于']
115:	[]
116:	['水泵', '装置', '冷却塔', '高效', '过滤器']
117:	['隔热', '结构', '墙体', '玻璃幕墙', '断桥']
118:	['装置', '医院', '结构', '污水', '屏蔽']
119:	['换气扇', '装置', '传动装置', '窗帘', '车窗']
120:	['卡合', '模具']
121:	['混凝土', '检测', '方法', '装置', '试验机']
122:	['鞋底', '模具', '高跟鞋', '稳定性', '装置']
123:	['阻燃', '面料', '设备', '装置', '防静电']
124:	['医用', '挤出机', '机构', '润滑', '高性能']
125:	['电容器', '电容', '机构', '模组', '电感器']
126:	['救护车', '型材', '装置', '车用', '担架']
127:	['方法', '制备', '胶粘剂', '丙烯酸酯', '产品']
128:	['装置', '沙发', '拼板', '检测', '木材']
129:	['装置', '基板', '装盒', '筒灯', '圆柱形']
130:	['识别', '路径', '关键词', '应答', '匹配']
131:	['手术', '创口', '顺产', '显微镜', '眼科']
132:	['污水', '过滤', '设备', '装置', '污水处理']
133:	['装置', '除臭', '修复', '简易', '系统']
134:	['电磁', '离合器', '制动器', '支撑', '减震']
135:	['粘度', '测量', '全自动', '装置', '毛细管']
136:	['车辆', '方法', '图像', '细节', '红外']
137:	['屏蔽', '测试', '系统', '功分器', '自动']
138:	['平车', '电动', '隐藏式', '吊钩', '转盘']
139:	['再生', '生产工艺', '用于', '纤维', '方法']
140:	['点火', '线圈', '铁芯', '汽车', '护套']
141:	['电池', '锂离子', '单体', '电池组', '连接']
142:	['结构', '套锅', '方法', '制备', '金属陶瓷']
143:	['热风炉', '高效', '混合器', '结构', '燃气炉']
144:	['球阀', '机构', '锻造', '自由锻', '模具']
145:	['面料', '设备', '污水处理', '双面', '定型机']
146:	['结构', '用于', '柱塞泵', '液压泵', '控制阀']
147:	['组装', '设备', '抗菌', '静音', '防腐木']
148:	['笔记本', '装置', '设备', '内芯', '印刷']
149:	['眼镜', '装置', '镜腿', '清洗', '夹持']
150:	['螺帽', '轮毂', '标准件', '出料', '便捷']
151:	['熔断器', '电阻', '焊接工', '线圈', '电流']
152:	['闻诊']
153:	['椅子', '靠背', '结构', '设备', '坐垫']
154:	['方法', '对象', '视频', '定位', '播放']
155:	['转轮', '除湿', '装置', '用于', '软胶囊']
156:	[]
157:	['管道', '暖通', '设备', '诱导']
158:	['割草机', '刀头', '电动', '绿篱', '除草机']
159:	['方法', '基质', '检测', '质谱', '制备']
160:	['葫芦', '电动葫芦', '线器', '手扳', '环链']
161:	['靠背', '椅子', '办公椅', '头枕', '座椅']
162:	['反光', '生产', '反光膜', '方法', '高亮']
163:	['桌饰', '摆件', '装置', '塑料薄膜', '成型']
164:	['方法', '制备', '缓释', '专用', '有机肥']
165:	[]
166:	['结构', '装置', '搅拌器', '固定', '方法']
167:	['预制', '叠合', '板梁', '装置', '管片']
168:	[]
169:	['化工', '使用寿命', '储存罐', '材料', '空气']
170:	['远程', '采集器', '控制器', '采集', '信息']
171:	[]
172:	[]
173:	['破碎', '液压', '结构', '换向阀', '用于']
174:	['结构', '化工', '反应釜', '生产', '塔顶']
175:	['穿刺', '装置', '切割', '缝合', '包皮']
176:	['净化器', '结构', '电场', '静电', '用于']
177:	['装置', '自动', '床垫', '叉车', '机器人']
178:	['气门', '生产工艺', '粉末冶金', '座圈', '组件']
179:	['汽车', '物帘', '结构', '支撑架', '遮阳']
180:	['茶叶', '装置', '用于', '烘干', '功能']
181:	['电梯', '曳引轮', '铸造', '锚索', '装置']
182:	['试验装置', '桩基', '抗压', '试验机', '检测']
183:	['电动车', '前大灯', '尾灯', '结构', '灯组']
184:	['装置', '挤出机', '方法', '制备', '粒料']
185:	[]
186:	['装置', '聚丙烯', '用于', '系统', '挤出机']
187:	['装置', '废气', '气体', '变频', '油烟']
188:	[]
189:	['装置', '智能', '系统', '平台', '视频会议']
190:	['制品', '食品', '包装袋', '装置', '包装']
191:	['罗马柱', '家具', '装饰', '方法', '输送']
192:	['灭火', '系统', '智能', '启动', '公共汽车']
193:	['防爆', '照明灯', '手电筒', '探照灯', '手提式']
194:	['滤器', '全自动', '机组', '通道', '流泵']
195:	['演出', '服装', '熨烫', '纺织', '生产']
196:	['童车', '电动', '儿童', '越野车', '机构']
197:	['皮革', '装置', '拉断', '展平', '加工']
198:	['液压', '系统', '节能', '缓释', '卸料']
199:	['桁架', '钢筋', '楼承板', '结构', '木框']
200:	['螺栓', '螺母', '垫片', '冷镦', '松动']
201:	['波纹管', '装置', '成型机', '工位', '液压']
202:	['离子', '氯离子', '印迹', '脱除', '选择性']
203:	['爪极', '发电机', '汽车', '装置', '热锻']
204:	['甲醛', '消除', '空气', '可见光', '方法']
205:	['印刷', '制袋机', '无纺布', '插座', '双面']
206:	['离心泵', '转速', '叶轮', '设计', '方法']
207:	[]
208:	['智能', '测量', '健身器材', '插销', '杠铃']
209:	[]
210:	[]
211:	['用于', '图形用户界面', '带有', '电脑', '管理']
212:	['消防', '减压阀', '球阀', '便于', '阀门']
213:	['信标', '系统', '全盲', '光谱', '定位']
214:	['装置', '清扫车', '喷洒', '清扫', '沥青']
215:	['装置', '合金', '加工', '电泵', '潜油']
216:	[]
217:	['浮标', '升降台', '模块', '用于', '装置']
218:	['保温杯', '抛光', '建模', '方法']
219:	['时钟', '面向', '分布式应用', '系统', '水听器']
220:	['带式', '浓缩', '压滤机', '压滤', '装置']
221:	['装置', '设备', '废气', '气浮', '废水处理']
222:	['园林工具', '草机', '结构', '电池', '园林']
223:	['眼镜', '智能', '功能', '装置', '太阳眼镜']
224:	['单向', '加工', '起动机', '驱动', '汽车']
225:	['沙发', '装置', '生产', '座椅', '印花机']
226:	['装置', '用于', '设备', '输送', '热处理']
227:	['方法', '上线', '服务器', '切换', '设备']
228:	['方法', '存储介质', '设备', '区块', '交易']
229:	['电机', '外壳', '端盖', '加工', '空调']
230:	['保温箱', '包装盒', '冷藏', '手推车', '编制']
231:	['舷外机', '装配', '夹具', '外罩', '发动机']
232:	['高效', '烟气', '念珠', '降解', '多氯联苯']
233:	['食品', '检测', '设备', '气密性', '充气']
234:	['电子', '电机', '汽车', '绞盘', '散热器']
235:	['结构', '自行车', '滑板车', '电动', '电机']
236:	['轮毂', '轴承', '结构', '单元', '调整结构']
237:	[]
238:	[]
239:	['停车', '检测', '智能', '装置', '无线']
240:	['装置', '废气', '联用', '吸附', '静电']
241:	['装置', '镁合金', '生产工艺', '带材', '衬纸']
242:	['蒸发器', '装置', '系统', '逆流', '方法']
243:	['摩托车', '装置', '开关', '转向灯', '尾灯']
244:	['集成', '油烟机', '高效', '机头', '头部']
245:	['保温', '装饰', '保温板', '装置', '复合板']
246:	['尼龙', '粘扣', '成型', '粘扣带', '装置']
247:	['电动', '功能', '机构', '升降', '靠背']
248:	[]
249:	['装置', '机构', '液压', '冲洗阀', '用于']
250:	['电梯门', '电梯', '厅门', '装置', '挂门']
251:	['粘结剂', '制备', '方法', '内衬', '酚醛树脂']
252:	['冷却塔', '装置', '消雾', '风筒', '加工']
253:	['装置', '剑杆', '定型机', '绗缝机', '布机']
254:	['减振器', '三筒', '减震器', '装置', '汽车']
255:	['装置', '防堵', '蒸汽', '再生', '工作']
256:	['移动式', '测温', '智能', '系统']
257:	['自动', '调节', '景区', '诱导', '标牌']
258:	[]
259:	[]
260:	['刹车片', '装置', '模具', '加工', '散热']
261:	['超声波', '蛋糕', '设备', '喷涂机', '切割']
262:	['装置', '监测', '检测', '用于', '噪音']
263:	['混凝土', '微珠', '反光', '渗水', '侧石']
264:	['装置', '砂光机', '菱形', '花纹', '输送带']
265:	['印染', '装置', '设备', '定型机', '废气']
266:	['装置', '自动', '模具', '加工', '监控']
267:	['自动', '贩卖机', '微波炉', '装置', '食品']
268:	['装置', '试验机', '检测', '螺栓', '检测仪']
269:	['装置', '用于', '印刷', '机构', '系统']
270:	['消火栓', '智能', '装置', '监测', '测试']
271:	['夹具', '工装', '检测', '装置', '固定']
272:	[]
273:	['眼镜', '镜片', '镜框', '眼镜架', '便于']
274:	['踢脚线', '带有', '防潮', '地板', '专用']
275:	['球阀', '截止阀', '闸阀', '蝶阀', '安全阀']
276:	['装置', '卷材', '输送', '波形', '废气']
277:	['结构', '折叠桌', '可折叠', '桌子', '儿童']
278:	['日光灯', '灯头', '用于', '铝材', '壳体']
279:	[]
280:	['智慧', '装置', '虚拟', '技术', '定位']
281:	['立体车库', '组件', '横移', '机构', '纵梁']
282:	['功能', '试剂盒', '建库', '外周血', '运输']
283:	['文件', '模块', '终端', '扩展', '框架']
284:	[]
285:	['全自动', '保护膜', '乳腺', '诊断仪', '超声']
286:	[]
287:	['装置', '模具钢', '高速钢', '切割', '合金']
288:	['装置', '智能', '垃圾桶', '检修', '记录']
289:	['断路器', '真空', '高压', '铁芯', '安装']
290:	['电机', '装置', '装配', '磁体', '推杆']
291:	['工业', '调节', '试验台', '测试', '精度']
292:	['房屋', '集成', '型钢', '装置', '门窗']
293:	['阀门', '阀盖', '铸造', '壳体', '球阀']
294:	['开关柜', '配电箱', '智能', '低压', '装置']
295:	['生产', '装置', '管道', '方法', '骨架']
296:	['检测', '装置', '电阻', '设备', '印刷机']
297:	['智能', '朗读', '装置', '电机', '设备']
298:	['系统', '清洗', '储罐', '装置', '石油']
299:	['空调', '连接', '冷凝器', '装置', '复合']
300:	['装置', '输送', '粉碎', '颗粒', '材料']
301:	['减震器', '摩托车', '装置', '加工', '后轮']
302:	['陶瓷', '酸化', '机器', '仿生', '装置']
303:	['热水', '装置', '系统', '机构', '智能']
304:	['变压器', '油浸', '干式', '保护', '机构']
305:	['包装', '用于', '薄膜', '包装袋', '环保型']
306:	['气胀轴', '滑差', '滚珠', '装置', '轴套']
307:	[]
308:	['无纺布', '抗菌', '干巾']
309:	['风机', '结构', '电机', '蒸烤', '热循环']
310:	['换热器', '结构', '蒸汽', '装置', '加热器']
311:	['闸阀', '阀门', '密封', '装置', '调节']
312:	['装置', '系统', '废水处理', '焦化', '酚氰']
313:	['装置', '链条', '项链', '轧线', '自动']
314:	['印刷', '包装盒', '工艺', '纸板', '染蛋']
315:	['装置', '流量计', '智能', '锅炉', '远程']
316:	['装置', '印花机', '结构', '圆网', '化机']
317:	['热流', '装置', '气缸', '单点', '出口']
318:	['装置', '锅炉', '烟气', '脱硫', '循环']
319:	['系统', '脉冲', '光纤', '激光', '超短']
320:	['刹车片', '装置', '汽车', '结构', '硫化机']
321:	['装置', '农业', '发光', '茶叶', '传感器']
322:	['控制板', '便于', '智能', '保育', '猪仔']
323:	['中心', '加工', '机构', '装置', '精准']
324:	['装置', '陶瓷膜', '平板', '分离', '组装']
325:	['汽车空调', '蒸发器', '冷凝器', '风门', '结构']
326:	['机器人', '工业', '机械', '减速机', '装置']
327:	['装置', '管端', '汽车空调', '成型', '加工']
328:	['石斛', '方法', '铁皮', '制备', '牙膏']
329:	['陶瓷', '发热', '热敏', '冲压机']
330:	['涂料', '生产', '搅拌', '装置', '稀释剂']
331:	['加工', '转子', '工艺']
332:	['摄像头', '装置', '屏蔽', '机构', '屏幕']
333:	['链条', '装置', '丝料', '钢丝', '套筒']
334:	['标签', '装置', '智能', '电子', '系统']
335:	['提花布', '抗皱', '易清洗', '制造', '方法']
336:	['装置', '方法', '系统', '气体', '预处理']
337:	['装置', '盾构', '机刀', '防背', '矩形']
338:	['构建', '裂解', '羟基', '反式', '脯氨酸']
339:	['健身', '蹦床', '游乐', '长寿命', '体育']
340:	['装置', '改进型', '激光雕刻', '投影', '镜头']
341:	['五星', '功能', '滚轮', '拆装', '装置']
342:	['研磨', '镜片', '光学仪器', '装置', '研磨机']
343:	['装置', '轴承', '关节轴承', '设备', '生产']
344:	['道路', '模块', '修补', '沥青', '贴合']
345:	['方法', '智能', '仪表', '设备', '功能']
346:	['污水处理', '装置', '设备', '缓冲', '引导']
347:	['构件', '叠合', '装置', '混凝土', '节点']
348:	['口袋', '离心', '新生儿', '眼罩', '装置']
349:	['纱线', '羊毛', '装置', '羊绒纱', '毛机']
350:	['换向器', '自动', '全自动', '振动盘', '钻孔机']
351:	['汽车', '插座', '水通', '加工', '模具']
352:	['装置', '染整', '回收', '加料', '余热']
353:	['混凝土', '装置', '水泥', '搅拌机', '骨料']
354:	['驱动', '伞齿轮', '螺旋', '皮卡车', '商务车']
355:	['聚丙烯', '包装桶', '塑料', '高性能', '装置']
356:	['装置', '麂皮', '压花机', '抗皱', '面料']
357:	['链条', '链轮', '装置', '自动', '系统']
358:	['装置', '包装机', '纸塑', '口罩', '制袋机']
359:	[]
360:	['离心', '风机', '叶片', '风罩', '叶轮']
361:	['激光', '焊接机', '夹具', '焊接', '装置']
362:	['箱包', '拉杆箱', '装置', '加工', '硬质']
363:	['传感器', '空气', '流量', '位置', '曲轴']
364:	['涤纶', '装置', '缠绕机', '塑料片', '纤维']
365:	[]
366:	[]
367:	['磨光机', '角向', '装置', '磨机', '角磨']
368:	['普拉提', '脚踏', '健身器', '训练器', '核心']
369:	[]
370:	['锁具', '指纹锁', '结构', '智能', '方法']
371:	['臭氧', '过滤', '结构', '溢水', '放电']
372:	['飞行器', '用于', '螺旋桨', '电机', '安装']
373:	['用于', '装置', '边坡', '应急', '植草']
374:	['包装盒']
375:	['浇注', '聚氨酯', '装置', '开合', '设备']
376:	['验布机', '断针', '检测', '窗帘', '装置']
377:	['泡沫', '装置', '产品', '夹紧', '加工']
378:	['断路器', '结构', '真空', '绝缘', '固体']
379:	['单向', '离合器', '齿轮', '结构', '密封']
380:	[]
381:	['扫描仪', '扫描', '文档', '馈纸', '简化']
382:	['成型机', '自动', '泡沫塑料', '预发', '全自动']
383:	['装置', '园林', '市政', '绿化', '树木']
384:	['装置', '贴片', '花岗岩', '方法', '制备']
385:	['绣花机', '机构', '结构', '帽绣', '晶石']
386:	['装置', '鞋子', '高效', '休闲鞋', '加工']
387:	['电表箱', '计量', '配电箱', '便于', '电力']
388:	['装置', '辊道', '安装', '工作台', '输送机']
389:	['装置', '自动', '包装机', '电机', '废屑']
390:	['机构', '开幅', '幅机', '预压', '装置']
391:	['装置', '遮阳网', '阳台', '遮阳棚', '收缩']
392:	['模板', '缝纫机', '设备', '旋转', '双针']
393:	[]
394:	['注射用', '稳定', '制备', '方法', '盐酸']
395:	['锯片', '装置', '检测', '用于', '角度']
396:	['面料', '床垫', '纤维', '提花', '针织']
397:	[]
398:	['腕带', '硅胶', '导电', '新生儿', '制备']
399:	['平衡', '电动', '联网', '折叠', '机构']
400:	['镗刀', '打孔', '装置', '微调', '高效']
401:	['检测', '装置', '车辆', '称重', '结构']
402:	['量块', '专用', '胶砂', '测落', '流动']
403:	['摩托车', '燃油泵', '化油器', '柱塞', '链条']
404:	['休闲鞋', '制鞋', '皮鞋', '卧式', '鞋面']
405:	[]
406:	['相框', '装置', '组合', '制作', '输送']
407:	['装置', '断路器', '开关', '熔断器', '漏电']
408:	['装置', '染色机', '方法', '印染', '化机']
409:	['开关柜', '开关', '充气', '断路器', '机构']
410:	['封装', '器件', '方法', '结构', '灯丝']
411:	[]
412:	['滑索', '往复式', '游乐', '装置', '卡合']
413:	['装置', '版辊', '自动', '加工', '卡盘']
414:	['装置', '包装盒', '手提袋', '印刷机', '功能']
415:	['方法', '登陆', '排队', '网络游戏', '寻路']
416:	['装置', '生产', '方法', '有机硅', '系统']
417:	['装置', '产品', '搅拌', '方法', '新能源']
418:	['反应釜', '装置', '方法', '制备', '甲基']
419:	['装置', '甲苯', '用于', '生产', '合成']
420:	[]
421:	['乳液', '生产', '涂层', '装置', '纺织']
422:	['污泥', '装置', '热解', '设备', '干化']
423:	['装置', '改性沥青', '沥青', '生产', '乳化']
424:	['装置', '系统', '纺丝', '自动', '结构']
425:	['方法', '系统', '气体', '异构', '数据交换']
426:	['烷基化', '系统', '回收', '利用', '凝气']
427:	[]
428:	['螺栓', '铆压', '螺母', '改良', '吸嘴']
429:	['离合器', '汽车', '总成', '装置', '动盘']
430:	['方法', '衍生物', '芳烃', '活性染料', '制备']
431:	['模具', '牙板', '螺丝', '生产', '自攻']
432:	[]
433:	['装置', '芯片', '系统', '电路', '传感器']
434:	['减速机', '蜗轮', '蜗杆', '齿轮', '分流']
435:	[]
436:	['纸箱', '瓦楞纸', '包装', '包装盒', '高强度']
437:	['电磁阀', '三通', '智能', '触点', '制动']
438:	['截止阀', '过滤', '闸阀', '卧式', '气阀']
439:	['装置', '设备', '保温', '切割', '发泡机']
440:	['方法', '系统', '装置', '分拣', '货物']
441:	['装置', '鞋楦', '木制', '打磨', '加工']
442:	['水杯', '奶瓶', '杯盖', '吸管', '硅胶']
443:	['装置', '改性', '塑料颗粒', '材料', '锂离子']
444:	['电动', '平台车', '搬运车', '手动液压', '行李车']
445:	['轴承', '装置', '加工', '检测', '固定装置']
446:	[]
447:	['装置', '车辆', '脚踏板', '设备', '踏板']
448:	[]
449:	['传感器', '节气门', '加工', '装置', '压力']
450:	['折叠门', '连接', '高强度', '固定', '玻璃门']
451:	['亚麻', '装置', '加工', '纺织', '面料']
452:	['混凝土', '砂浆', '方法', '制备', '装置']
453:	['电阻器', '合金', '弹簧', '电阻箱', '电阻']
454:	['生产', '线圈', '无线', '接收', '充电器']
455:	['氟化氢', '装置', '尾气', '加工', '生产']
456:	['电脑', '座舱', '调节', '座椅', '重力']
457:	['面料', '装置', '纺织机', '透气', '纺织']
458:	['识别', '分类', '智能', '射频', '垃圾桶']
459:	['汽车', '动力电池', '新能源', '模组']
460:	['方法', '边缘', '联网', '智能', '定制']
461:	['系统', '方法', '用于', '装置', '旋翼']
462:	['系统', '转向', '电动', '汽车', '电子']
463:	['模锻', '装置', '精密', '自动', '传动']
464:	['皂化', '环氧氯丙烷', '生产', '装置', '系统']
465:	['真空泵', '结构', '液压', '回收机', '方法']
466:	['螺栓', '可调', '铁材', '长度', '酸洗']
467:	[]
468:	['显示屏', '扫描枪', '便于', '条形码', '散热']
469:	[]
470:	['铝焊', '装置', '加工', '生产', '制作']
471:	['面料', '阻燃', '涤纶', '印花', '涂层']
472:	['加热', '复合', '纤维', '制作方法', '手套']
473:	['库仑', '电除尘器', '阳极板', '烟气', '降低']
474:	['胶带', '防水', '粘尘', '双面胶', '粘贴']
475:	['用于', '轴承', '机构', '自动', '烧结炉']
476:	['反应釜', '高性能', '减水剂', '装置', '用于']
477:	[]
478:	['电机', '塑封', '转子', '结构', '直流']
479:	['装置', '发电', '芯片', '热电', '熔化炉']
480:	['手术', '消毒', '医疗器械', '婴儿', '管理系统']
481:	[]
482:	[]
483:	['动物', '监测', '跟踪器', '鸟类', '抓捕']
484:	['电缆', '拉丝机', '电机', '节能', '成型']
485:	['力器', '气动', '绞盘', '取力', '行星']
486:	[]
487:	['传感器', '尾气', '装置', '设备', '芯片']
488:	['装置', '絮凝', '氯化铝', '机构', '混凝']
489:	['装置', '多晶硅', '高效', '钢线', '金刚石']
490:	['纱筒', '滚筒', '机构', '辅助', '纱锭']
491:	['混凝土', '建筑', '模板', '搅拌', '设备']
492:	['机构', '数码', '打印机', '用于', 'T恤衫']
493:	[]
494:	['装置', '生产', '机构', '方法', '色母粒']
495:	[]
496:	['装置', '螺栓', '用于', '方法', '防盗']
497:	['叶轮', '密封', '机械', '杂质', '铸造']
498:	['测距仪', '望远镜', '相位', '摄像', '装置']
499:	['装置', '施工', '方法', '隧道', '爆破']
500:	['门窗', '结构', '幕墙', '玻璃幕墙', '装置']
501:	['平台', '装置', '高空作业', '输送机', '自动']
502:	['负离子', '包装盒', '连体', '内裤', '文胸']
503:	['设备', '汽车', '生产', '螺丝', '组件']
504:	['不干胶', '标签', '装置', '娱乐', '划船']
505:	['吊机', '液压', '加工', '调节', '装置']
506:	['提醒', '警示', '电力设备', '装置']
507:	['防眩', '灯灯', '投光灯', '方法', '白光']
508:	[]
509:	['纸尿裤', '奶瓶', '木浆', '格子状', '制造']
510:	['装置', '袜机', '织缝', '袜子', '一体']
511:	['开关', '控制', '保护', '触头', '用于']
512:	['装置', '机构', '检测', '机器人', '齿轮']
513:	['测量仪', '方法', '标定', '系统', '检测']
514:	['方法', '装置', '设备', '消息', '信息']
515:	['燃料电池', '极板', '装置', '结构', '电堆']
516:	['沙发', '电动', '功能', '智能', '方法']
517:	['器具', '烹饪', '锅盖', '压力', '结构']
518:	['磨床', '机构', '转子', '工件', '定位']
519:	['假发', '装置', '发丝', '纤维', '苎麻']
520:	['人造草坪', '草坪', '装置', '弹性', '织机']
521:	['装置', '用于', '印刷版', '版辊', '机构']
522:	['停车', '装置', '值守', '管理', '无人']
523:	['电路', '方法', '频率', '综合', '时钟']
524:	['试验机', '装置', '电缆', '绝缘子', '全自动']
525:	['用于', '工艺', '治具', '接口', '充电']
526:	['机构', '设备', '输送', '分配', '自动']
527:	['便利', '方法', '便条纸', '制作', '自粘式']
528:	['混凝土', '管桩', '装置', '生产', '预应力']
529:	['管理', '监控', '联网', '标签', '资产']
530:	['机柜', '台板', '保险柜', '加强型', '简易']
531:	['扬声器', '装置', '连接', '跌落', '膜片']
532:	['结构', '电动汽车', '汽车', '装置', '电池']
533:	['机构', '横线', '定位', '打孔机', '脚轮']
534:	['机床', '主轴', '数控机床', '结构', '车床']
535:	['墙纸', '装置', '生态', '方法', '脱胶']
536:	['机构', '装置', '定型机', '染色机', '布料']
537:	['装置', '系统', '氢气', '空分', '制取']
538:	[]
539:	['电缆', '装置', '绝缘', '生产', '护套']
540:	['版辊', '电雕', '用于', '装置', '印刷版']
541:	['总成', '加工', '碟刹', '盘式', '刹盘']
542:	['制备', '装置', '聚氨酯', '树脂', '方法']
543:	['检测', '建筑', '方法', '样本', '装置']
544:	['收割机', '液压', '叉车', '控制阀', '系统']
545:	['工作台', '石材', '调节', '工艺品', '生产']
546:	['真空', '乳化', '搅拌机', '装置', '搅拌']
547:	['商标', '织带', '装置', '染色', '自动']
548:	['复合地板', '地板', '实木', '消音', '墙板']
549:	['摩托车', '平台', '维修', '装置', '升降']
550:	[]
551:	['回收', '装置', '蓄电池', '酸蓄电池', '工艺']
552:	['保护', '电力电缆', '结构', '电缆', '便于']
553:	['矫正', '用于', '仪器', '粉尘', '打磨']
554:	['装置', '设备', '小区', '监控', '保护']
555:	['装置', '检测', '供水管', '监测仪', '智能']
