id	pred	
64:	[('工业生产', 3), ('锯木', 2), ('装置', 2)]
65:	[('动力电池', 2), ('锂电池', 2), ('电池', 2)]
66:	[('远距离', 3), ('盘点', 3), ('资产', 2)]
67:	[('甩脂机', 2), ('筋膜', 2), ('按摩', 2)]
68:	[('扩增', 2), ('细胞', 2), ('医学', 2)]
69:	[('高分子', 3), ('工装', 2), ('模具', 2)]
70:	[('红外', 4), ('闸机', 3), ('方法', 2)]
71:	[('高分子', 3), ('地板', 2), ('装置', 2)]
72:	[('汽车', 3), ('轴承', 2), ('轮毂', 2)]
73:	[('硅片', 3), ('新能源', 3), ('清洗', 2)]
74:	[('机械', 3), ('螺母', 2), ('装置', 2)]
75:	[('漏电', 3), ('保护器', 2), ('保护', 2)]
76:	[('表层', 2), ('取样', 2), ('装置', 2)]
77:	[('织边', 3), ('商标', 3), ('装置', 2)]
78:	[('油锯', 3), ('刹车', 2), ('制造', 2)]
79:	[('吸管', 3), ('高分子', 3), ('制备', 2)]
80:	[('软件', 3), ('电子信息', 3), ('交易', 2)]
81:	[('机械', 3), ('制造', 2), ('联轴器', 1)]
82:	[('环境参数', 2), ('外壳', 2), ('装置', 2)]
83:	[('科技', 1), ('软件', 1), ('电子信息', 1)]
84:	[('被服', 3), ('回收站', 3), ('分拣', 2)]
85:	[('电钻', 2), ('冲击', 2), ('制造', 2)]
86:	[('高分子', 3), ('油漆', 2), ('涂料', 2)]
87:	[('螺栓', 3), ('螺母', 2), ('机械', 2)]
88:	[('服务', 1)]
89:	[('除尘器', 2), ('滤筒', 2), ('控制技术', 2)]
90:	[('实验', 2), ('平台', 2), ('软件', 2)]
91:	[('皮鞋', 3), ('女鞋', 3), ('高分子', 3)]
92:	[('台灯', 3), ('节能灯', 3), ('发光', 2)]
93:	[('材料', 3), ('阻燃性', 2), ('纺织', 2)]
94:	[('水面', 2), ('装置', 2), ('资源化', 2)]
95:	[('高分子', 3), ('透气', 2), ('流延', 2)]
96:	[('工业生产', 3), ('家具', 2), ('装置', 2)]
97:	[('服务', 3), ('数量', 2), ('总线', 2)]
98:	[('服务', 1), ('支撑', 1), ('产业', 1)]
99:	[('机械加工', 3), ('装置', 2), ('人防', 2)]
100:	[('用电', 3), ('双电源', 2), ('自动', 2)]
101:	[('高分子', 3), ('吸水纸', 2), ('羊皮纸', 2)]
102:	[('集成', 2), ('机头', 2), ('装置', 2)]
103:	[('络筒', 2), ('专用设备', 2), ('制造', 2)]
104:	[('挖掘机', 3), ('机械', 3), ('焊接工', 2)]
105:	[('包装盒', 2), ('印刷', 2), ('装置', 2)]
106:	[('环己酮', 3), ('材料', 2), ('脱除', 1)]
107:	[('树脂砂', 3), ('机械', 3), ('磨具', 2)]
108:	[('软灯', 2), ('灯板', 2), ('节能灯', 2)]
109:	[('瓦楞纸', 2), ('装置', 2), ('技术', 2)]
110:	[('性能', 3), ('智慧', 3), ('路灯', 3)]
111:	[('发热', 3), ('取暖器', 2), ('材料', 2)]
112:	[('硅烷', 3), ('化学品', 3), ('装置', 2)]
113:	[('滑轨', 3), ('滑块', 2), ('制造', 2)]
114:	[('炒锅', 3), ('汤锅', 3), ('煎锅', 2)]
115:	[('服务', 1), ('支撑', 1), ('体育', 1)]
116:	[('冷却塔', 3), ('水泵', 3), ('装置', 2)]
117:	[('外墙砖', 2), ('断桥', 2), ('隔热', 2)]
118:	[('装置', 2), ('医院', 2), ('服务', 2)]
119:	[('机械', 3), ('窗帘', 2), ('换气扇', 2)]
120:	[('模具', 3), ('卡合', 3), ('汽车', 2)]
121:	[('检测', 4), ('认证', 3), ('混凝土', 2)]
122:	[('高跟鞋', 3), ('高分子', 3), ('鞋底', 2)]
123:	[('阻燃', 3), ('高分子', 3), ('面料', 2)]
124:	[('高分子', 3), ('医用', 2), ('挤出机', 2)]
125:	[('电容器', 2), ('电容', 2), ('电流', 1)]
126:	[('救护车', 3), ('型材', 2), ('康复', 2)]
127:	[('精细', 3), ('化学品', 3), ('制备', 2)]
128:	[('沙发', 3), ('装置', 2), ('砂光机', 1)]
129:	[('基板', 2), ('装盒', 2), ('装置', 2)]
130:	[('关键词', 3), ('应答', 2), ('中文', 2)]
131:	[('创口', 3), ('顺产', 3), ('手术', 2)]
132:	[('污水', 3), ('过滤', 2), ('设备', 2)]
133:	[('装置', 2), ('除臭', 2), ('修复', 2)]
134:	[('制动器', 3), ('电磁', 2), ('离合器', 2)]
135:	[('粘度', 2), ('测量', 2), ('全自动', 2)]
136:	[('拥堵', 2), ('车辆', 2), ('方法', 2)]
137:	[('屏蔽', 2), ('测试', 2), ('技术', 2)]
138:	[('平车', 3), ('隐藏式', 2), ('装备', 2)]
139:	[('再生', 2), ('生产工艺', 2), ('材料', 2)]
140:	[('点火', 2), ('护套', 2), ('铁芯', 2)]
141:	[('电池组', 2), ('单体', 2), ('锂离子', 2)]
142:	[('汉欣', 2), ('HX', 1), ('烹饪', 1)]
143:	[('热风炉', 3), ('高效', 2), ('工业', 2)]
144:	[('球阀', 2), ('锻造', 2), ('先进', 2)]
145:	[('面料', 2), ('资源化', 2), ('印染', 2)]
146:	[('柱塞泵', 3), ('机械', 2), ('油压', 1)]
147:	[('防腐木', 2), ('抗菌', 2), ('组装', 2)]
148:	[('笔记本', 2), ('装置', 2), ('技术', 2)]
149:	[('镜腿', 3), ('眼镜', 2), ('装置', 2)]
150:	[('标准件', 3), ('螺帽', 2), ('轮毂', 2)]
151:	[('电阻', 2), ('熔断器', 2), ('焊接工', 2)]
152:	[('闻诊', 2), ('医学', 2), ('诊仪', 1)]
153:	[('工业生产', 3), ('椅子', 2), ('靠背', 2)]
154:	[('电子商务', 3), ('软件', 3), ('对象', 2)]
155:	[('除湿', 4), ('转轮', 3), ('制造', 2)]
156:	[('科技', 1), ('软件', 1), ('电子信息', 1)]
157:	[('暖通', 3), ('管道', 2), ('设备', 2)]
158:	[('刀头', 3), ('割草机', 2), ('机械', 2)]
159:	[('基质', 3), ('医药', 2), ('生物', 2)]
160:	[('机械', 3), ('葫芦', 2), ('环链', 2)]
161:	[('靠背', 2), ('办公椅', 2), ('椅子', 2)]
162:	[('高分子', 3), ('亚克力', 2), ('反光', 2)]
163:	[('桌饰', 3), ('摆件', 2), ('材料', 2)]
164:	[('缓释', 3), ('有机肥', 2), ('制备', 2)]
165:	[('技术', 1), ('电子信息', 1), ('电器', 1)]
166:	[('搅拌器', 3), ('高分子', 3), ('玩具', 2)]
167:	[('预制', 2), ('板梁', 2), ('叠合', 2)]
168:	[('软件', 1), ('计算', 1), ('电子信息', 1)]
169:	[('化工', 4), ('高分子', 3), ('储存罐', 2)]
170:	[('远程', 2), ('采集器', 2), ('控制器', 2)]
171:	[('软件', 1), ('电子信息', 1), ('设计', 1)]
172:	[('服务', 1), ('技术', 1), ('认证', 1)]
173:	[('机械', 3), ('破碎', 2), ('液压', 2)]
174:	[('化工', 3), ('反应釜', 2), ('制造', 2)]
175:	[('包皮', 2), ('切割', 2), ('格宜', 2)]
176:	[('净化器', 3), ('结构', 2), ('电场', 2)]
177:	[('床垫', 3), ('叉车', 2), ('制造', 2)]
178:	[('粉末冶金', 5), ('座圈', 2), ('气门', 2)]
179:	[('物帘', 2), ('汽车', 2), ('机械', 2)]
180:	[('机械', 3), ('茶叶', 2), ('装置', 2)]
181:	[('锚索', 2), ('曳引轮', 2), ('电梯', 2)]
182:	[('桩基', 3), ('认证', 3), ('试验装置', 2)]
183:	[('电动车', 3), ('高分子', 3), ('前大灯', 2)]
184:	[('挤出机', 2), ('材料', 2), ('橡胶', 2)]
185:	[('新', 1), ('医药', 1), ('治疗', 1)]
186:	[('高分子', 3), ('聚丙烯', 2), ('装置', 2)]
187:	[('废气', 2), ('装置', 2), ('大气污染', 2)]
188:	[('电子商务', 1), ('软件', 1), ('电子信息', 1)]
189:	[('计算机', 3), ('装置', 2), ('智能', 2)]
190:	[('制品', 3), ('包装袋', 3), ('食品', 2)]
191:	[('罗马柱', 3), ('家具', 2), ('装饰', 2)]
192:	[('技术', 3), ('公共汽车', 2), ('灭火', 2)]
193:	[('防爆', 2), ('照明灯', 2), ('手电筒', 2)]
194:	[('滤器', 3), ('全自动', 2), ('菲立', 2)]
195:	[('熨烫', 3), ('演出', 3), ('服装', 2)]
196:	[('童车', 3), ('电动', 2), ('岳氏', 2)]
197:	[('拉断', 3), ('高分子', 3), ('展平', 2)]
198:	[('液压', 2), ('机械', 2), ('制造', 2)]
199:	[('桁架', 3), ('楼承板', 3), ('钢筋', 2)]
200:	[('螺栓', 3), ('螺母', 2), ('垫片', 2)]
201:	[('波纹管', 5), ('成型机', 2), ('宝森', 2)]
202:	[('氯离子', 3), ('印迹', 3), ('脱除', 2)]
203:	[('爪极', 3), ('汽车', 3), ('发电机', 2)]
204:	[('光催化剂', 2), ('甲醛', 2), ('防治', 2)]
205:	[('高分子', 3), ('制袋机', 2), ('无纺布', 2)]
206:	[('离心泵', 2), ('叶轮', 2), ('转速', 2)]
207:	[('软件', 1), ('计算', 1), ('电子信息', 1)]
208:	[('健身器材', 3), ('软件', 3), ('插销', 2)]
209:	[('交通', 1), ('电子信息', 1), ('电子设备', 1)]
210:	[('服务', 1), ('城市', 1), ('科技', 1)]
211:	[('软件', 3), ('电脑', 2), ('图形用户界面', 2)]
212:	[('消防', 2), ('球阀', 2), ('减压阀', 2)]
213:	[('信标', 3), ('全盲', 2), ('天衡', 2)]
214:	[('清扫车', 2), ('喷洒', 2), ('装置', 2)]
215:	[('潜油', 2), ('合金', 2), ('熔炼炉', 1)]
216:	[('服务', 1), ('技术', 1), ('科技', 1)]
217:	[('射击训练', 2), ('浮标', 2), ('升降台', 2)]
218:	[('建模', 3), ('保温杯', 3), ('抛光', 2)]
219:	[('分布式应用', 3), ('时钟', 3), ('水听器', 2)]
220:	[('带式', 2), ('压滤机', 2), ('资源化', 2)]
221:	[('废气', 2), ('装置', 2), ('资源化', 2)]
222:	[('草机', 2), ('园林工具', 2), ('制造', 2)]
223:	[('眼镜', 3), ('高分子', 3), ('太阳眼镜', 2)]
224:	[('起动机', 3), ('单向', 2), ('加工', 2)]
225:	[('沙发', 3), ('装置', 2), ('材料', 2)]
226:	[('装置', 2), ('机械', 2), ('抛光机', 1)]
227:	[('技术', 3), ('方法', 2), ('上线', 2)]
228:	[('服务', 3), ('存储介质', 2), ('方法', 2)]
229:	[('端盖', 3), ('电机', 2), ('外壳', 2)]
230:	[('保温箱', 3), ('冷藏', 3), ('包装盒', 2)]
231:	[('舷外机', 3), ('装配', 2), ('夹具', 2)]
232:	[('念珠', 3), ('服务', 3), ('多氯联苯', 2)]
233:	[('检测', 4), ('认证', 3), ('食品', 2)]
234:	[('电机', 2), ('电子', 2), ('奔大', 2)]
235:	[('滑板车', 3), ('自行车', 3), ('结构', 2)]
236:	[('单元', 2), ('轮毂', 2), ('轴承', 2)]
237:	[('服务', 1), ('支撑', 1), ('产业', 1)]
238:	[('软件', 1), ('计算', 1), ('电子信息', 1)]
239:	[('停车', 3), ('交通', 3), ('智能', 2)]
240:	[('废气', 2), ('联用', 2), ('装置', 2)]
241:	[('镁合金', 3), ('装置', 2), ('钛合金', 2)]
242:	[('机械', 3), ('蒸发器', 2), ('装置', 2)]
243:	[('摩托车', 2), ('装置', 2), ('机械', 2)]
244:	[('集成', 2), ('油烟机', 2), ('电器', 2)]
245:	[('保温板', 3), ('复合板', 2), ('保温', 2)]
246:	[('粘扣', 6), ('尼龙', 3), ('成型', 2)]
247:	[('机械', 3), ('电动', 2), ('脚', 1)]
248:	[('高性能', 1), ('自动化', 1), ('智能化', 1)]
249:	[('装置', 2), ('液压', 2), ('制造', 2)]
250:	[('电梯门', 3), ('厅门', 3), ('机械', 3)]
251:	[('高分子', 3), ('粘结剂', 2), ('制备', 2)]
252:	[('冷却塔', 5), ('消雾', 3), ('装置', 2)]
253:	[('剑杆', 3), ('装置', 2), ('绷', 1)]
254:	[('三筒', 3), ('减振器', 2), ('减震器', 2)]
255:	[('装置', 2), ('防堵', 2), ('蒸汽', 2)]
256:	[('测温', 3), ('移动式', 3), ('智能', 2)]
257:	[('景区', 3), ('服务', 3), ('调节', 2)]
258:	[('技术', 1), ('电子信息', 1), ('计算机', 1)]
259:	[('服务', 1), ('科技', 1), ('设计', 1)]
260:	[('刹车片', 2), ('装置', 2), ('模具', 2)]
261:	[('超声波', 4), ('蛋糕', 2), ('制造', 2)]
262:	[('检测', 4), ('认证', 3), ('装置', 2)]
263:	[('服务', 3), ('设计', 3), ('侧石', 2)]
264:	[('砂光机', 3), ('高分子', 3), ('装置', 2)]
265:	[('印染', 2), ('装置', 2), ('清洁', 2)]
266:	[('模具', 2), ('装置', 2), ('机械', 2)]
267:	[('贩卖机', 3), ('微波炉', 3), ('电子信息', 3)]
268:	[('检测', 3), ('试验机', 2), ('装置', 2)]
269:	[('装置', 2), ('用于', 2), ('技术', 2)]
270:	[('消火栓', 2), ('智能', 2), ('NB', 1)]
271:	[('铁屑', 2), ('工装', 2), ('夹具', 2)]
272:	[('技术', 1), ('电子信息', 1), ('计算机', 1)]
273:	[('镜片', 3), ('眼镜', 3), ('服务', 3)]
274:	[('踢脚线', 3), ('资源化', 2), ('安丰', 2)]
275:	[('球阀', 2), ('截止阀', 2), ('闸阀', 2)]
276:	[('卷材', 2), ('装置', 2), ('材料', 2)]
277:	[('折叠桌', 3), ('高分子', 3), ('可折叠', 2)]
278:	[('日光灯', 2), ('灯头', 2), ('发光', 2)]
279:	[('科技', 1), ('软件', 1), ('电子信息', 1)]
280:	[('虚拟', 3), ('智慧', 2), ('软件', 2)]
281:	[('横移', 3), ('立体车库', 3), ('组件', 2)]
282:	[('试剂盒', 3), ('外周血', 2), ('建库', 2)]
283:	[('模块', 2), ('文件', 2), ('终端', 2)]
284:	[('服务', 1), ('支撑', 1), ('产业', 1)]
285:	[('乳腺', 2), ('诊断仪', 2), ('保护膜', 2)]
286:	[('软件', 1), ('计算', 1), ('电子信息', 1)]
287:	[('高速钢', 3), ('模具钢', 3), ('装置', 2)]
288:	[('软件', 3), ('装置', 2), ('垃圾桶', 2)]
289:	[('断路器', 2), ('真空', 2), ('用电', 2)]
290:	[('电机', 3), ('磁体', 2), ('装配', 2)]
291:	[('试验台', 3), ('软件', 3), ('赤霄', 2)]
292:	[('型钢', 3), ('集成', 2), ('房屋', 2)]
293:	[('阀门', 3), ('机械', 3), ('球阀', 2)]
294:	[('开关柜', 2), ('配电箱', 2), ('用电', 2)]
295:	[('生产', 2), ('先进', 2), ('玻璃钢', 1)]
296:	[('电阻', 3), ('检测', 2), ('制造', 2)]
297:	[('电子信息', 3), ('软件', 2), ('雷达', 1)]
298:	[('技术', 3), ('清洗', 2), ('储罐', 2)]
299:	[('叠式', 2), ('空调机', 2), ('钛合金', 2)]
300:	[('高分子', 3), ('装置', 2), ('输送', 2)]
301:	[('后轮', 2), ('减震器', 2), ('摩托车', 2)]
302:	[('陶瓷', 2), ('酸化', 2), ('先进', 2)]
303:	[('双源', 2), ('热水', 2), ('节能', 2)]
304:	[('变压器', 4), ('变电', 3), ('油浸', 2)]
305:	[('高分子', 3), ('包装', 2), ('用于', 2)]
306:	[('滑差', 3), ('滚珠', 2), ('气胀轴', 2)]
307:	[('技术', 1), ('自动化', 1), ('机械', 1)]
308:	[('无纺布', 3), ('干巾', 3), ('抗菌', 3)]
309:	[('风机', 2), ('电机', 2), ('制造', 2)]
310:	[('换热', 2), ('换热器', 2), ('蒸汽', 2)]
311:	[('闸阀', 3), ('阀门', 3), ('机械', 2)]
312:	[('焦化', 2), ('废水处理', 2), ('资源化', 2)]
313:	[('链条', 3), ('项链', 3), ('装置', 2)]
314:	[('高分子', 3), ('印刷', 2), ('包装盒', 2)]
315:	[('流量计', 2), ('装置', 2), ('智能', 2)]
316:	[('印花机', 2), ('装置', 2), ('清洁', 2)]
317:	[('热流', 4), ('气缸', 2), ('装置', 2)]
318:	[('装置', 2), ('锅炉', 2), ('临港', 2)]
319:	[('超短', 2), ('光纤', 2), ('脉冲', 2)]
320:	[('汽车', 4), ('刹车片', 2), ('装置', 2)]
321:	[('农业', 3), ('装置', 2), ('发光', 2)]
322:	[('控制板', 2), ('便于', 2), ('技术', 2)]
323:	[('加工', 2), ('中心', 2), ('机构', 2)]
324:	[('陶瓷膜', 3), ('装置', 2), ('平板', 2)]
325:	[('汽车空调', 2), ('蒸发器', 2), ('冷凝器', 2)]
326:	[('机器人', 2), ('工业', 2), ('机械', 2)]
327:	[('机械', 3), ('汽车空调', 2), ('管端', 2)]
328:	[('石斛', 3), ('铁皮', 3), ('生物', 2)]
329:	[('热敏', 3), ('发热', 3), ('服务', 3)]
330:	[('涂料', 4), ('高分子', 3), ('稀释剂', 2)]
331:	[('工艺', 4), ('转子', 3), ('加工', 3)]
332:	[('元器件', 3), ('摄像头', 2), ('屏蔽', 2)]
333:	[('链条', 3), ('丝料', 3), ('材料', 2)]
334:	[('标签', 2), ('智能', 2), ('电子信息', 2)]
335:	[('易清洗', 3), ('提花布', 3), ('抗皱', 2)]
336:	[('预处理', 2), ('水样', 2), ('装置', 2)]
337:	[('盾构', 3), ('装置', 2), ('机刀', 2)]
338:	[('裂解', 2), ('构建', 2), ('生物', 2)]
339:	[('高分子', 3), ('蹦床', 2), ('健身', 2)]
340:	[('激光雕刻', 3), ('改进型', 2), ('装置', 2)]
341:	[('五星', 3), ('高分子', 3), ('滚轮', 2)]
342:	[('镜片', 3), ('研磨', 2), ('阳瑞', 2)]
343:	[('关节轴承', 3), ('机械', 3), ('轴承', 2)]
344:	[('修补', 3), ('道路', 2), ('贴合', 2)]
345:	[('用电', 3), ('仪表', 2), ('智能', 2)]
346:	[('污水处理', 2), ('装置', 2), ('制造', 2)]
347:	[('构件', 2), ('叠合', 2), ('节能', 2)]
348:	[('口袋', 3), ('离心', 2), ('材料', 2)]
349:	[('羊绒纱', 2), ('纱线', 2), ('羊毛', 2)]
350:	[('换向器', 5), ('自动', 2), ('铜排', 1)]
351:	[('水通', 3), ('高分子', 3), ('插座', 2)]
352:	[('染整', 5), ('装置', 2), ('清洁', 2)]
353:	[('混凝土', 2), ('装置', 2), ('技术', 2)]
354:	[('伞齿轮', 3), ('螺旋', 2), ('桥', 1)]
355:	[('包装桶', 3), ('高分子', 3), ('聚丙烯', 2)]
356:	[('压花机', 3), ('麂皮', 3), ('装置', 2)]
357:	[('链条', 3), ('机械', 3), ('预拉', 2)]
358:	[('机械', 3), ('包装机', 2), ('装置', 2)]
359:	[('相关', 1), ('新能源', 1), ('轨道', 1)]
360:	[('离心', 2), ('风机', 2), ('制造', 2)]
361:	[('钢片', 2), ('焊接机', 2), ('激光', 2)]
362:	[('箱包', 3), ('高分子', 3), ('拉杆箱', 2)]
363:	[('元器件', 3), ('传感器', 2), ('流量', 2)]
364:	[('化纤', 2), ('塑料片', 2), ('涤纶', 2)]
365:	[('技术', 1), ('新', 1), ('医药', 1)]
366:	[('服务', 1), ('支撑', 1), ('城市', 1)]
367:	[('磨光机', 2), ('角向', 2), ('碳刷', 1)]
368:	[('普拉提', 3), ('脚踏', 3), ('健身器', 2)]
369:	[('技术', 1), ('通', 1), ('电子信息', 1)]
370:	[('锁具', 2), ('指纹锁', 2), ('富安', 2)]
371:	[('臭氧', 3), ('水资源', 3), ('过滤', 2)]
372:	[('飞行器', 4), ('用于', 2), ('航空航天', 2)]
373:	[('边坡', 3), ('建设', 3), ('用于', 2)]
374:	[('包装盒', 3), ('服务', 3), ('青云', 2)]
375:	[('浇注', 3), ('聚氨酯', 3), ('装置', 2)]
376:	[('断针', 3), ('验布机', 2), ('检测', 2)]
377:	[('高分子', 3), ('泡沫', 2), ('材料', 2)]
378:	[('断路器', 3), ('真空', 2), ('电气', 2)]
379:	[('齿轮', 3), ('单向', 2), ('离合器', 2)]
380:	[('技术', 1), ('科技', 1), ('工业生产', 1)]
381:	[('文档', 3), ('扫描仪', 3), ('计算机', 3)]
382:	[('泡沫塑料', 3), ('塑机', 3), ('成型机', 2)]
383:	[('市政', 3), ('服务', 3), ('装置', 2)]
384:	[('贴片', 3), ('花岗岩', 2), ('装置', 2)]
385:	[('晶石', 2), ('绣花机', 2), ('专用设备', 2)]
386:	[('装置', 2), ('鞋子', 2), ('材料', 2)]
387:	[('电表箱', 3), ('计量', 2), ('配电箱', 2)]
388:	[('辊道', 2), ('装置', 2), ('装备', 2)]
389:	[('包装机', 2), ('自动', 2), ('装置', 2)]
390:	[('预压', 2), ('开幅', 2), ('机构', 2)]
391:	[('遮阳网', 3), ('高分子', 3), ('装置', 2)]
392:	[('模板', 2), ('缝纫机', 2), ('设备', 2)]
393:	[('服务', 1), ('软件', 1), ('产业', 1)]
394:	[('服务', 3), ('硫醇', 2), ('注射用', 2)]
395:	[('锯片', 3), ('检测', 2), ('装置', 2)]
396:	[('床垫', 3), ('面料', 2), ('离子', 1)]
397:	[('技术', 1), ('软件', 1), ('电子信息', 1)]
398:	[('腕带', 3), ('硅胶', 2), ('导电', 2)]
399:	[('电动', 2), ('平衡', 2), ('联网', 2)]
400:	[('镗刀', 2), ('打孔', 2), ('先进', 2)]
401:	[('交通', 3), ('检测', 2), ('装置', 2)]
402:	[('胶砂', 3), ('测定仪', 2), ('量块', 2)]
403:	[('燃油泵', 3), ('摩托车', 2), ('化油器', 2)]
404:	[('高分子', 3), ('皮鞋', 2), ('休闲鞋', 2)]
405:	[('服务', 1), ('支撑', 1), ('产业', 1)]
406:	[('相框', 3), ('装置', 2), ('组合', 2)]
407:	[('断路器', 2), ('装置', 2), ('用电', 2)]
408:	[('染色机', 2), ('装置', 2), ('纺织印染', 2)]
409:	[('充气', 3), ('开关柜', 2), ('设备', 2)]
410:	[('封装', 2), ('器件', 2), ('发光', 2)]
411:	[('先进', 2), ('内冷式', 1), ('除雾器', 1)]
412:	[('游乐', 4), ('滑索', 3), ('往复式', 2)]
413:	[('版辊', 2), ('装置', 2), ('先进', 2)]
414:	[('手提袋', 3), ('装置', 2), ('包装盒', 2)]
415:	[('登陆', 2), ('网络游戏', 2), ('排队', 2)]
416:	[('甲基', 2), ('装置', 2), ('材料', 2)]
417:	[('化学品', 3), ('耐热', 2), ('装置', 2)]
418:	[('化学品', 3), ('反应釜', 2), ('万事兴', 2)]
419:	[('化学品', 3), ('甲苯', 2), ('装置', 2)]
420:	[('企业', 1), ('软件', 1), ('电子信息', 1)]
421:	[('精细', 3), ('化学品', 3), ('乳液', 2)]
422:	[('污泥', 5), ('热解', 2), ('装置', 2)]
423:	[('改性沥青', 3), ('高分子', 3), ('沥青', 2)]
424:	[('化纤', 3), ('装置', 2), ('纺丝', 2)]
425:	[('服务平台', 2), ('方法', 2), ('服务', 2)]
426:	[('烷基化', 3), ('凝气', 2), ('回收', 2)]
427:	[('技术', 1), ('科技', 1), ('机械', 1)]
428:	[('机械', 3), ('螺栓', 2), ('注塑模', 1)]
429:	[('汽车', 3), ('离合器', 2), ('总成', 2)]
430:	[('化学品', 3), ('芳烃', 2), ('衍生物', 2)]
431:	[('牙板', 5), ('模具', 2), ('螺丝', 2)]
432:	[('服务', 1), ('转化', 1), ('科技', 1)]
433:	[('软件', 3), ('装置', 2), ('芯片', 2)]
434:	[('蜗杆', 3), ('蜗轮', 3), ('机械', 3)]
435:	[('服务', 1), ('教育', 1), ('城市', 1)]
436:	[('纸箱', 2), ('瓦楞纸', 2), ('包装', 2)]
437:	[('电磁阀', 3), ('触点', 2), ('三通', 2)]
438:	[('机械', 3), ('截止阀', 2), ('闸阀', 2)]
439:	[('高分子', 3), ('珍珠棉', 2), ('装置', 2)]
440:	[('方法', 2), ('装置', 2), ('软件', 2)]
441:	[('鞋楦', 3), ('木制', 2), ('装置', 2)]
442:	[('高分子', 3), ('奶瓶', 2), ('水杯', 2)]
